file_id,file_name,case_id,sample_id,portion_id,analyte_id,aliquots_id,project_id
0e6fc8f1-34ca-4f3b-9d71-5a867e5efb07,4b6c958a-7e20-4b88-b30a-2406b123c8c1.rna_seq.augmented_star_gene_counts.tsv,TCGA-97-8177,TCGA-97-8177-01A,TCGA-97-8177-01A-11,TCGA-97-8177-01A-11R,TCGA-97-8177-01A-11R-2287-07,TCGA-LUAD
29bb005f-53d0-44e6-8626-d6bbe0dba8be,d53203c7-5070-455b-aec3-ce01f32186de.rna_seq.augmented_star_gene_counts.tsv,TCGA-67-3771,TCGA-67-3771-01A,TCGA-67-3771-01A-01,TCGA-67-3771-01A-01R,TCGA-67-3771-01A-01R-0946-07,TCGA-LUAD
1876b908-e911-464f-be23-2b4eae0a43b6,6efebff1-f165-415e-9001-45a782638785.rna_seq.augmented_star_gene_counts.tsv,TCGA-49-6744,TCGA-49-6744-01A,TCGA-49-6744-01A-11,TCGA-49-6744-01A-11R,TCGA-49-6744-01A-11R-1858-07,TCGA-LUAD
555bdfe8-80bb-46db-80f1-421038f5c2b4,25ef25f6-9982-41ad-9823-62763c6c29eb.rna_seq.augmented_star_gene_counts.tsv,TCGA-MP-A4SW,TCGA-MP-A4SW-01A,TCGA-MP-A4SW-01A-21,TCGA-MP-A4SW-01A-21R,TCGA-MP-A4SW-01A-21R-A24X-07,TCGA-LUAD
f201ba16-5cb7-42d0-9865-e413fffa3532,8fa3359f-1e40-448a-aae8-a955c1ca3323.rna_seq.augmented_star_gene_counts.tsv,TCGA-97-8176,TCGA-97-8176-01A,TCGA-97-8176-01A-11,TCGA-97-8176-01A-11R,TCGA-97-8176-01A-11R-2403-07,TCGA-LUAD
932ccb56-ad41-40a0-9ab3-21f490c60af5,a7c58df0-fffc-4a80-85c4-2dab24b2edc2.rna_seq.augmented_star_gene_counts.tsv,TCGA-97-7552,TCGA-97-7552-01A,TCGA-97-7552-01A-11,TCGA-97-7552-01A-11R,TCGA-97-7552-01A-11R-2039-07,TCGA-LUAD
bae11f13-84a4-4fe3-b9e4-9d48b74896af,da046621-2982-42dc-b54d-6c875ecb5368.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-A48Z,TCGA-55-A48Z-01A,TCGA-55-A48Z-01A-12,TCGA-55-A48Z-01A-12R,TCGA-55-A48Z-01A-12R-A24X-07,TCGA-LUAD
36e8195f-72b1-4d87-9be5-a487689aba5e,772dcecf-b53d-42e2-8161-f48030150aa0.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5944,TCGA-50-5944-01A,TCGA-50-5944-01A-11,TCGA-50-5944-01A-11R,TCGA-50-5944-01A-11R-1755-07,TCGA-LUAD
b6a0d742-e7bc-4d67-8014-675e62f1ddd0,df3e51ff-63ad-45c2-ba71-676c5eb6b9e0.rna_seq.augmented_star_gene_counts.tsv,TCGA-MN-A4N5,TCGA-MN-A4N5-01A,TCGA-MN-A4N5-01A-11,TCGA-MN-A4N5-01A-11R,TCGA-MN-A4N5-01A-11R-A24X-07,TCGA-LUAD
62cdda72-a90e-49e7-9423-24540d696049,ed4e21ee-1471-479e-af75-72c91986787a.rna_seq.augmented_star_gene_counts.tsv,TCGA-75-5146,TCGA-75-5146-01A,TCGA-75-5146-01A-01,TCGA-75-5146-01A-01R,TCGA-75-5146-01A-01R-1628-07,TCGA-LUAD
6bec00ac-81d0-4f29-bb4d-99102992914c,0326e97a-2ec7-4038-98f3-03d94962d869.rna_seq.augmented_star_gene_counts.tsv,TCGA-97-7546,TCGA-97-7546-01A,TCGA-97-7546-01A-11,TCGA-97-7546-01A-11R,TCGA-97-7546-01A-11R-2039-07,TCGA-LUAD
eeacf4ac-09cf-41a8-8066-c38a173e61b4,73d96384-ebea-4467-8663-ada78336233c.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-7911,TCGA-55-7911-01A,TCGA-55-7911-01A-11,TCGA-55-7911-01A-11R,TCGA-55-7911-01A-11R-2170-07,TCGA-LUAD
db07bd22-cf7a-4504-9491-1bdeb1e14339,c29e5bb3-860d-4f1f-b27d-ae5b9d8c4208.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-5643,TCGA-44-5643-01A,TCGA-44-5643-01A-01,TCGA-44-5643-01A-01R,TCGA-44-5643-01A-01R-1628-07,TCGA-LUAD
5dd8168d-fe35-4a32-8520-1deaef953b10,53244201-6282-42ea-9da4-31524ca39bf8.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-8279,TCGA-86-8279-01A,TCGA-86-8279-01A-11,TCGA-86-8279-01A-11R,TCGA-86-8279-01A-11R-2287-07,TCGA-LUAD
bb5264e1-0dbf-4b28-9fbe-0a8602c13369,a787801a-cb3f-4a1f-b14c-ed8f2bfd6028.rna_seq.augmented_star_gene_counts.tsv,TCGA-75-6212,TCGA-75-6212-01A,TCGA-75-6212-01A-11,TCGA-75-6212-01A-11R,TCGA-75-6212-01A-11R-1755-07,TCGA-LUAD
2a7831f2-aa57-4e6f-92b3-0a7a727d5637,cbdf1edd-a8c9-4fc8-88ee-928f01abae34.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-8299,TCGA-55-8299-01A,TCGA-55-8299-01A-11,TCGA-55-8299-01A-11R,TCGA-55-8299-01A-11R-2287-07,TCGA-LUAD
de0b900f-151a-4173-a070-3ec31ec05aed,62b8c824-3e80-4341-bfee-78d04be904c9.rna_seq.augmented_star_gene_counts.tsv,TCGA-83-5908,TCGA-83-5908-01A,TCGA-83-5908-01A-21,TCGA-83-5908-01A-21R,TCGA-83-5908-01A-21R-2287-07,TCGA-LUAD
c5cdf98d-fb4e-4869-9e86-259a497b904e,9f051fa2-2cc7-433a-b8b4-5829a51e9a65.rna_seq.augmented_star_gene_counts.tsv,TCGA-66-2794,TCGA-66-2794-01A,TCGA-66-2794-01A-01,TCGA-66-2794-01A-01R,TCGA-66-2794-01A-01R-1201-07,TCGA-LUSC
253c806e-019c-4113-8b96-6cad516e225f,6ef57392-36ec-43e3-bef6-42e43f2f72cd.rna_seq.augmented_star_gene_counts.tsv,TCGA-77-A5G7,TCGA-77-A5G7-01B,TCGA-77-A5G7-01B-11,TCGA-77-A5G7-01B-11R,TCGA-77-A5G7-01B-11R-A27Q-07,TCGA-LUSC
586ef291-7051-40be-80a1-8049e5433202,ae3a62aa-c484-4ab2-999d-911179fbfd4d.rna_seq.augmented_star_gene_counts.tsv,TCGA-68-7757,TCGA-68-7757-01B,TCGA-68-7757-01B-11,TCGA-68-7757-01B-11R,TCGA-68-7757-01B-11R-2296-07,TCGA-LUSC
2a037b6b-c2dc-4d7b-974c-77054355733f,3954717e-89b3-4dd0-997e-9fdde4dd4a40.rna_seq.augmented_star_gene_counts.tsv,TCGA-77-8156,TCGA-77-8156-01A,TCGA-77-8156-01A-11,TCGA-77-8156-01A-11R,TCGA-77-8156-01A-11R-2247-07,TCGA-LUSC
f0599560-eb57-4d05-b9be-09d70aa1baa5,2ffed52e-068e-461e-acc1-a0db838af1e7.rna_seq.augmented_star_gene_counts.tsv,TCGA-52-7810,TCGA-52-7810-01A,TCGA-52-7810-01A-11,TCGA-52-7810-01A-11R,TCGA-52-7810-01A-11R-2125-07,TCGA-LUSC
16868c31-baad-4796-a5ca-c65c902580af,edac7609-df82-4451-9ef3-ec30791fb45d.rna_seq.augmented_star_gene_counts.tsv,TCGA-21-5786,TCGA-21-5786-01A,TCGA-21-5786-01A-01,TCGA-21-5786-01A-01R,TCGA-21-5786-01A-01R-1635-07,TCGA-LUSC
000b6b94-572d-4d06-a8f4-2e43829f83d4,e74f321c-217f-4bdc-ad17-f132501b5157.rna_seq.augmented_star_gene_counts.tsv,TCGA-90-A4EE,TCGA-90-A4EE-01A,TCGA-90-A4EE-01A-11,TCGA-90-A4EE-01A-11R,TCGA-90-A4EE-01A-11R-A24Z-07,TCGA-LUSC
6e6328d3-251d-4b16-8990-2b43623a99c5,8bf414c0-2db5-414c-b5f2-f3f6a5ce667e.rna_seq.augmented_star_gene_counts.tsv,TCGA-66-2778,TCGA-66-2778-01A,TCGA-66-2778-01A-02,TCGA-66-2778-01A-02R,TCGA-66-2778-01A-02R-0851-07,TCGA-LUSC
ae6c036e-8e10-498c-90dd-7eba6a20e7a1,efe530d5-b143-468b-a386-bbe052b12213.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-8503,TCGA-56-8503-01A,TCGA-56-8503-01A-11,TCGA-56-8503-01A-11R,TCGA-56-8503-01A-11R-2403-07,TCGA-LUSC
cfcbccac-2ccf-4b0c-b228-19bf5c21d2e1,2c18ce3b-cd22-4d25-b643-f98768ffa41a.rna_seq.augmented_star_gene_counts.tsv,TCGA-43-6773,TCGA-43-6773-01A,TCGA-43-6773-01A-41,TCGA-43-6773-01A-41R,TCGA-43-6773-01A-41R-1949-07,TCGA-LUSC
10cdb0af-b041-41fa-820e-8464a05cb20d,7e4e1851-367d-4517-bac5-d24d23397b2d.rna_seq.augmented_star_gene_counts.tsv,TCGA-77-7335,TCGA-77-7335-01A,TCGA-77-7335-01A-11,TCGA-77-7335-01A-11R,TCGA-77-7335-01A-11R-2045-07,TCGA-LUSC
1de6bf50-8b9e-48ca-a396-3ca7e3ea0572,7701440f-17b4-47da-a070-d11afd94e9ae.rna_seq.augmented_star_gene_counts.tsv,TCGA-77-8133,TCGA-77-8133-01A,TCGA-77-8133-01A-12,TCGA-77-8133-01A-12R,TCGA-77-8133-01A-12R-2247-07,TCGA-LUSC
cac5bca1-92c4-4f80-85eb-c6df5741a263,90dfdb4c-21ab-4a5b-908a-c7b7419d424e.rna_seq.augmented_star_gene_counts.tsv,TCGA-98-7454,TCGA-98-7454-01A,TCGA-98-7454-01A-11,TCGA-98-7454-01A-11R,TCGA-98-7454-01A-11R-2045-07,TCGA-LUSC
72913c01-0d2a-4a08-b04c-b2149ca6ad37,5e00d446-846f-4be1-a799-fcfe1ba82c46.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-8626,TCGA-56-8626-01A,TCGA-56-8626-01A-11,TCGA-56-8626-01A-11R,TCGA-56-8626-01A-11R-2403-07,TCGA-LUSC
afa54e2a-f119-4729-9db4-9b98ba17ac44,1e8317d1-4bf5-4205-a280-1b7a6baa5d29.rna_seq.augmented_star_gene_counts.tsv,TCGA-85-A510,TCGA-85-A510-01A,TCGA-85-A510-01A-11,TCGA-85-A510-01A-11R,TCGA-85-A510-01A-11R-A26W-07,TCGA-LUSC
e63161c7-b824-4056-8eae-682861e88edb,8175545d-b1a7-472e-aa7f-23adaece2ccd.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-5897,TCGA-56-5897-01A,TCGA-56-5897-01A-11,TCGA-56-5897-01A-11R,TCGA-56-5897-01A-11R-1635-07,TCGA-LUSC
c3ecd703-d8a8-4f30-aff7-9ba12b40ac70,1827bc9b-0b11-493a-af09-17d13f57698a.rna_seq.augmented_star_gene_counts.tsv,TCGA-33-AAS8,TCGA-33-AAS8-01A,TCGA-33-AAS8-01A-11,TCGA-33-AAS8-01A-11R,TCGA-33-AAS8-01A-11R-A405-07,TCGA-LUSC
bc6dcc74-df71-4444-bdc8-6d561ed42f64,5d83245d-083a-4728-9637-d1c1c2f69d9f.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-6545,TCGA-56-6545-01A,TCGA-56-6545-01A-11,TCGA-56-6545-01A-11R,TCGA-56-6545-01A-11R-1820-07,TCGA-LUSC
238a0f2f-8700-40e8-9ce4-4fc98d6f2b64,4e42b890-26e2-4742-ad04-663e7fbc66fa.rna_seq.augmented_star_gene_counts.tsv,TCGA-60-2706,TCGA-60-2706-01A,TCGA-60-2706-01A-01,TCGA-60-2706-01A-01R,TCGA-60-2706-01A-01R-0851-07,TCGA-LUSC
c3ec70f4-dfe8-4524-9b4e-ba127a806470,9eb13db4-8267-4121-a74c-ff3b57a5e9ef.rna_seq.augmented_star_gene_counts.tsv,TCGA-77-8143,TCGA-77-8143-01A,TCGA-77-8143-01A-11,TCGA-77-8143-01A-11R,TCGA-77-8143-01A-11R-2247-07,TCGA-LUSC
bf456ccc-e7bb-40e0-9e92-03e6ced8564b,bad4a9f0-f6cf-4dd7-927d-4bfa9df0401e.rna_seq.augmented_star_gene_counts.tsv,TCGA-18-3412,TCGA-18-3412-01A,TCGA-18-3412-01A-01,TCGA-18-3412-01A-01R,TCGA-18-3412-01A-01R-0980-07,TCGA-LUSC
a6e85696-c0ad-45b1-aa18-7293346d30f1,ebbbd946-8af3-464c-8bae-e9c8a889d9b3.rna_seq.augmented_star_gene_counts.tsv,TCGA-33-6738,TCGA-33-6738-01A,TCGA-33-6738-01A-11,TCGA-33-6738-01A-11R,TCGA-33-6738-01A-11R-1949-07,TCGA-LUSC
ab2a89cd-3706-4aa5-9d93-e32fc904c51d,a819f9d2-3541-4d39-be2d-dd70750daefe.rna_seq.augmented_star_gene_counts.tsv,TCGA-34-2600,TCGA-34-2600-01A,TCGA-34-2600-01A-01,TCGA-34-2600-01A-01R,TCGA-34-2600-01A-01R-0851-07,TCGA-LUSC
2ca334ad-b3a2-4d1e-871b-85ffda291a43,138a59d3-ccab-4bb2-ae53-c46b1db766a0.rna_seq.augmented_star_gene_counts.tsv,TCGA-96-8169,TCGA-96-8169-01A,TCGA-96-8169-01A-11,TCGA-96-8169-01A-11R,TCGA-96-8169-01A-11R-2296-07,TCGA-LUSC
5bb8ce26-770f-48cc-a481-466469d34073,4f179a2f-1e37-4ad9-9f21-0a6f1ecdf03e.rna_seq.augmented_star_gene_counts.tsv,TCGA-NC-A5HE,TCGA-NC-A5HE-01A,TCGA-NC-A5HE-01A-11,TCGA-NC-A5HE-01A-11R,TCGA-NC-A5HE-01A-11R-A26W-07,TCGA-LUSC
5c3ec03d-d9eb-48e8-b132-5733dcf83131,5332a617-f178-4197-8ed4-2f49bf8751e0.rna_seq.augmented_star_gene_counts.tsv,TCGA-66-2795,TCGA-66-2795-01A,TCGA-66-2795-01A-02,TCGA-66-2795-01A-02R,TCGA-66-2795-01A-02R-0980-07,TCGA-LUSC
5d4bca16-38fc-41c9-97c3-cab4c6e07cf2,3169371f-5fd0-40b5-838e-9c57dded9137.rna_seq.augmented_star_gene_counts.tsv,TCGA-66-2787,TCGA-66-2787-01A,TCGA-66-2787-01A-01,TCGA-66-2787-01A-01R,TCGA-66-2787-01A-01R-0980-07,TCGA-LUSC
966086a2-7a30-42e7-bd34-60942d862258,6d735e36-2e68-4f45-b070-49c997803759.rna_seq.augmented_star_gene_counts.tsv,TCGA-46-6026,TCGA-46-6026-01A,TCGA-46-6026-01A-11,TCGA-46-6026-01A-11R,TCGA-46-6026-01A-11R-1820-07,TCGA-LUSC
61e08327-b344-426c-83f6-4669fa77c3d6,5cfb768f-7b49-4a72-92c9-d7502f5ba5b8.rna_seq.augmented_star_gene_counts.tsv,TCGA-NC-A5HN,TCGA-NC-A5HN-01A,TCGA-NC-A5HN-01A-11,TCGA-NC-A5HN-01A-11R,TCGA-NC-A5HN-01A-11R-A26W-07,TCGA-LUSC
a2ff795f-2f9f-4a67-a8e8-5d1b70f397d8,77b0bb2f-6e9f-4c67-b64c-98eebf0bd99d.rna_seq.augmented_star_gene_counts.tsv,TCGA-39-5028,TCGA-39-5028-01A,TCGA-39-5028-01A-01,TCGA-39-5028-01A-01R,TCGA-39-5028-01A-01R-1443-07,TCGA-LUSC
42afded2-aa23-4f7f-b86f-ac47b324db1d,fbf226a9-b07a-4aa2-bcb6-ceaac4b373c0.rna_seq.augmented_star_gene_counts.tsv,TCGA-66-2788,TCGA-66-2788-01A,TCGA-66-2788-01A-01,TCGA-66-2788-01A-01R,TCGA-66-2788-01A-01R-0980-07,TCGA-LUSC
c70afde9-ba58-47e4-aeec-508a8116418a,029a2c3e-0fd1-4cb4-9021-3947d28ca28d.rna_seq.augmented_star_gene_counts.tsv,TCGA-46-3766,TCGA-46-3766-01A,TCGA-46-3766-01A-01,TCGA-46-3766-01A-01R,TCGA-46-3766-01A-01R-0980-07,TCGA-LUSC
a51aca71-6bfd-4c02-86e2-cb8a1da7595d,0aca55d1-4133-487c-937b-c3e5462199c0.rna_seq.augmented_star_gene_counts.tsv,TCGA-60-2713,TCGA-60-2713-01A,TCGA-60-2713-01A-01,TCGA-60-2713-01A-01R,TCGA-60-2713-01A-01R-0851-07,TCGA-LUSC
b34c57e4-8afb-4b20-8634-dd38e8e7828d,4523fea5-05af-4b00-bd5c-434916e561f3.rna_seq.augmented_star_gene_counts.tsv,TCGA-22-5473,TCGA-22-5473-01A,TCGA-22-5473-01A-01,TCGA-22-5473-01A-01R,TCGA-22-5473-01A-01R-1635-07,TCGA-LUSC
0811dae6-0c8d-42cf-9384-81649d072407,fe3c3901-fff3-4d66-bf4a-c44783fde75a.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-7822,TCGA-56-7822-01A,TCGA-56-7822-01A-11,TCGA-56-7822-01A-11R,TCGA-56-7822-01A-11R-2125-07,TCGA-LUSC
fb103781-9cee-4e30-a864-3d4e9c5b32ae,ca5bd52a-18cb-4443-b335-7ffdc367d19d.rna_seq.augmented_star_gene_counts.tsv,TCGA-33-4589,TCGA-33-4589-01A,TCGA-33-4589-01A-01,TCGA-33-4589-01A-01R,TCGA-33-4589-01A-01R-1443-07,TCGA-LUSC
78af8cfb-23d2-442d-8439-f1862906f3e2,e43c19e5-5e82-48f0-87dc-f817182ed519.rna_seq.augmented_star_gene_counts.tsv,TCGA-60-2710,TCGA-60-2710-01A,TCGA-60-2710-01A-01,TCGA-60-2710-01A-01R,TCGA-60-2710-01A-01R-0851-07,TCGA-LUSC
1cda41ee-8fba-45c4-b1ba-14f5844ace4a,6183a6eb-8d7f-44e9-8e59-5e74ddb7426c.rna_seq.augmented_star_gene_counts.tsv,TCGA-22-1017,TCGA-22-1017-01A,TCGA-22-1017-01A-01,TCGA-22-1017-01A-01R,TCGA-22-1017-01A-01R-0692-07,TCGA-LUSC
00bc0fe4-481a-4893-b57e-d5113a6bcce2,6cc2062d-6c21-4bf6-b2e1-cd8e2aa71235.rna_seq.augmented_star_gene_counts.tsv,TCGA-33-6737,TCGA-33-6737-01A,TCGA-33-6737-01A-11,TCGA-33-6737-01A-11R,TCGA-33-6737-01A-11R-1820-07,TCGA-LUSC
7a9de79e-7eaf-41f3-b7fd-bd59cbf64443,c3f12570-a4ac-4222-9cba-e768ad282eaa.rna_seq.augmented_star_gene_counts.tsv,TCGA-22-5471,TCGA-22-5471-01A,TCGA-22-5471-01A-01,TCGA-22-5471-01A-01R,TCGA-22-5471-01A-01R-1635-07,TCGA-LUSC
d3b06d38-0bf2-4982-9728-8eb33e27b756,22f0a151-79e5-4f20-8301-412961bd8216.rna_seq.augmented_star_gene_counts.tsv,TCGA-18-3406,TCGA-18-3406-01A,TCGA-18-3406-01A-01,TCGA-18-3406-01A-01R,TCGA-18-3406-01A-01R-0980-07,TCGA-LUSC
89757795-017d-40e2-ba48-e7a19fb69b94,6b717b71-a34d-45af-a27e-ce77484d14f2.rna_seq.augmented_star_gene_counts.tsv,TCGA-43-5668,TCGA-43-5668-01A,TCGA-43-5668-01A-01,TCGA-43-5668-01A-01R,TCGA-43-5668-01A-01R-1635-07,TCGA-LUSC
48d7da30-c7d4-4dfa-aab4-0f9a0fdc05af,21c03d47-8b62-4b3f-b739-16b5e76b2cf5.rna_seq.augmented_star_gene_counts.tsv,TCGA-60-2697,TCGA-60-2697-01A,TCGA-60-2697-01A-11,TCGA-60-2697-01A-11R,TCGA-60-2697-01A-11R-2125-07,TCGA-LUSC
9248b749-a2ae-4d64-a0b4-3c2bf0f7ed62,687c405f-8a15-4be2-b427-ee7620ab199e.rna_seq.augmented_star_gene_counts.tsv,TCGA-94-7557,TCGA-94-7557-01A,TCGA-94-7557-01A-11,TCGA-94-7557-01A-11R,TCGA-94-7557-01A-11R-2125-07,TCGA-LUSC
52055266-7b4e-4fc4-bae0-6e39d76cff59,23ba243d-81d5-44b7-a238-5c0e99118e97.rna_seq.augmented_star_gene_counts.tsv,TCGA-33-4532,TCGA-33-4532-01A,TCGA-33-4532-01A-01,TCGA-33-4532-01A-01R,TCGA-33-4532-01A-01R-1201-07,TCGA-LUSC
125a1d73-c62c-4776-85ae-bc50871f22bf,fd804c92-b610-4fe4-8df2-1a272fb34052.rna_seq.augmented_star_gene_counts.tsv,TCGA-21-1077,TCGA-21-1077-01A,TCGA-21-1077-01A-01,TCGA-21-1077-01A-01R,TCGA-21-1077-01A-01R-0692-07,TCGA-LUSC
469dfcd7-f60f-4f1a-a4da-ed7190f23263,a65fd16f-029c-4e02-ae4f-a3aa67944b95.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-1622,TCGA-56-1622-01A,TCGA-56-1622-01A-01,TCGA-56-1622-01A-01R,TCGA-56-1622-01A-01R-0692-07,TCGA-LUSC
918471a2-6d02-4e39-899e-f95077fb6593,4e07237d-2c58-412d-b8cf-8dcee0f52fdd.rna_seq.augmented_star_gene_counts.tsv,TCGA-63-A5MP,TCGA-63-A5MP-01A,TCGA-63-A5MP-01A-11,TCGA-63-A5MP-01A-11R,TCGA-63-A5MP-01A-11R-A26W-07,TCGA-LUSC
c6bd1dd4-4966-4e53-aaf3-30da7d28491d,3dc5db8b-58cf-4e9f-8ed8-35203b61d452.rna_seq.augmented_star_gene_counts.tsv,TCGA-60-2714,TCGA-60-2714-01A,TCGA-60-2714-01A-01,TCGA-60-2714-01A-01R,TCGA-60-2714-01A-01R-0851-07,TCGA-LUSC
10bec46a-08c3-4fe7-a65a-d801705fca17,90b40e5e-f443-45aa-a810-7026010c41f4.rna_seq.augmented_star_gene_counts.tsv,TCGA-98-A53C,TCGA-98-A53C-01A,TCGA-98-A53C-01A-11,TCGA-98-A53C-01A-11R,TCGA-98-A53C-01A-11R-A262-07,TCGA-LUSC
422c741f-5890-46fd-9135-c8534d40ff96,6b8b993a-fefc-4494-a58d-83876b33a534.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-6546,TCGA-56-6546-01A,TCGA-56-6546-01A-11,TCGA-56-6546-01A-11R,TCGA-56-6546-01A-11R-1820-07,TCGA-LUSC
d1b72b3b-df9d-49b5-a2f2-b59f283b8735,e10d1f94-3583-4f6a-bc39-0c96bd0f6d8c.rna_seq.augmented_star_gene_counts.tsv,TCGA-56-8082,TCGA-56-8082-01A,TCGA-56-8082-01A-11,TCGA-56-8082-01A-11R,TCGA-56-8082-01A-11R-2247-07,TCGA-LUSC
771fb64d-317e-4eeb-8945-b3446848294a,cb7f1dab-ee8b-4f22-b704-0e868b3a14b5.rna_seq.augmented_star_gene_counts.tsv,TCGA-22-0940,TCGA-22-0940-01A,TCGA-22-0940-01A-01,TCGA-22-0940-01A-01R,TCGA-22-0940-01A-01R-0692-07,TCGA-LUSC
a271ba96-1fd1-4152-ad5b-0b0fa67d0574,11c017a7-92d7-4c1f-a90a-3f7eb3cc9571.rna_seq.augmented_star_gene_counts.tsv,TCGA-85-A513,TCGA-85-A513-01A,TCGA-85-A513-01A-12,TCGA-85-A513-01A-12R,TCGA-85-A513-01A-12R-A26W-07,TCGA-LUSC
